2.00,0.877 + j0.392 
2.01,0.926 + j0.251 
2.02,0.954 + j0.104 
2.03,0.958 - j0.046 
2.04,0.939 - j0.194 
2.05,0.897 - j0.337 
2.06,0.833 - j0.472 
2.07,0.749 - j0.595 
2.08,0.648 - j0.704 
2.09,0.530 - j0.796 
2.10,0.400 - j0.868 
2.11,0.260 - j0.919 
2.12,0.114 - j0.948 
2.13,-0.035 - j0.954
2.14,-0.182 - j0.936
2.15,-0.325 - j0.896
2.16,-0.46 - j0.834
2.17,-0.584 - j0.752
2.18,-0.694 - j0.652
2.19,-0.786 - j0.536
2.20,-0.86 - j0.407
2.21,-0.912 - j0.268
2.22,-0.942 - j0.123
2.23,-0.949 + j0.025
2.24,-0.933 + j0.172
2.25,-0.895 + j0.315
2.26,-0.834 + j0.451
2.27,-0.754 + j0.575
2.28,-0.655 + j0.685
2.29,-0.54 + j0.778
2.30,-0.412 + j0.852
2.31,-0.274 + j0.905
2.32,-0.13 + j0.937
2.33,0.017 + j0.945 
2.34,0.164 + j0.930 
2.35,0.307 + j0.893 
2.36,0.442 + j0.834 
2.37,0.567 + j0.755 
2.38,0.677 + j0.657 
2.39,0.771 + j0.543 
2.40,0.846 + j0.416 
2.41,0.900 + j0.279 
2.42,0.932 + j0.135 
2.43,0.941 - j0.012 
2.44,0.927 - j0.159 
2.45,0.891 - j0.302 
2.46,0.832 - j0.437 
2.47,0.753 - j0.562 
2.48,0.655 - j0.673 
2.49,0.541 - j0.767 
2.50,0.413 - j0.842 
2.51,0.275 - j0.895 
2.52,0.131 - j0.925 
2.53,-0.015 - j0.932
2.54,-0.16 - j0.917
2.55,-0.3 - j0.880
2.56,-0.434 - j0.822
2.57,-0.557 - j0.744
2.58,-0.666 - j0.647
2.59,-0.759 - j0.535
2.60,-0.834 - j0.409
2.61,-0.887 - j0.273
2.62,-0.919 - j0.129
2.63,-0.927 + j0.017
2.64,-0.913 + j0.163
2.65,-0.875 + j0.305
2.66,-0.816 + j0.439
2.67,-0.736 + j0.562
2.68,-0.638 + j0.671
2.69,-0.523 + j0.764
2.70,-0.395 + j0.836
2.71,-0.258 + j0.888
2.72,-0.114 + j0.917
2.73,0.034 + j0.923 
2.74,0.180 + j0.906 
2.75,0.321 + j0.865 
2.76,0.455 + j0.803 
2.77,0.576 + j0.720 
2.78,0.683 + j0.619 
2.79,0.773 + j0.502 
2.80,0.843 + j0.372 
2.81,0.891 + j0.232 
2.82,0.916 + j0.087 
2.83,0.918 - j0.061 
2.84,0.896 - j0.207 
2.85,0.850 - j0.348 
2.86,0.783 - j0.480 
2.87,0.695 - j0.599 
2.88,0.590 - j0.703 
2.89,0.469 - j0.789 
2.90,0.335 - j0.854 
2.91,0.192 - j0.896 
2.92,0.045 - j0.915 
2.93,-0.104 - j0.909
2.94,-0.25 - j0.880
2.95,-0.39 - j0.827
2.96,-0.519 - j0.752
2.97,-0.635 - j0.657
2.98,-0.733 - j0.545
2.99,-0.812 - j0.417
3.00,-0.869 - j0.279
3.01,-0.902 - j0.132
3.02,-0.911 + j0.018
3.03,-0.895 + j0.168
3.04,-0.855 + j0.313
3.05,-0.791 + j0.450
3.06,-0.705 + j0.574
3.07,-0.6 + j0.683
3.08,-0.478 + j0.772
3.09,-0.343 + j0.841
3.10,-0.198 + j0.885
3.11,-0.047 + j0.905
3.12,0.105 + j0.900 
3.13,0.255 + j0.869 
3.14,0.397 + j0.813 
3.15,0.527 + j0.734 
3.16,0.643 + j0.634 
3.17,0.740 + j0.516 
3.18,0.816 + j0.382 
3.19,0.869 + j0.238 
3.20,0.896 + j0.087 
3.21,0.897 - j0.067 
3.22,0.871 - j0.220 
3.23,0.819 - j0.366 
3.24,0.742 - j0.501 
3.25,0.644 - j0.621 
3.26,0.526 - j0.722 
3.27,0.392 - j0.802 
3.28,0.246 - j0.857 
3.29,0.092 - j0.885 
3.30,-0.064 - j0.887
3.31,-0.219 - j0.859
3.32,-0.368 - j0.805
3.33,-0.504 - j0.725
3.34,-0.624 - j0.622
3.35,-0.724 - j0.499
3.36,-0.8 - j0.360
3.37,-0.85 - j0.209
3.38,-0.871 - j0.051
3.39,-0.864 + j0.108
3.40,-0.828 + j0.263
3.41,-0.762 + j0.410
3.42,-0.67 + j0.542
3.43,-0.555 + j0.655
3.44,-0.421 + j0.744
3.45,-0.272 + j0.807
3.46,-0.114 + j0.840
3.47,0.048 + j0.842 
3.48,0.207 + j0.814 
3.49,0.357 + j0.755 
3.50,0.494 + j0.668 
3.51,0.611 + j0.555 
3.52,0.704 + j0.420 
3.53,0.768 + j0.270 
3.54,0.800 + j0.111 
3.55,0.800 - j0.052 
3.56,0.766 - j0.211 
3.57,0.701 - j0.360 
3.58,0.607 - j0.492 
3.59,0.487 - j0.602 
3.60,0.347 - j0.684 
3.61,0.192 - j0.734 
3.62,0.030 - j0.749 
3.63,-0.13 - j0.730
3.64,-0.283 - j0.676
3.65,-0.419 - j0.590
3.66,-0.532 - j0.477
3.67,-0.618 - j0.342
3.68,-0.671 - j0.192
3.69,-0.689 - j0.035
3.70,-0.671 + j0.122
3.71,-0.616 + j0.270
3.72,-0.53 + j0.400
3.73,-0.417 + j0.507
3.74,-0.283 + j0.585
3.75,-0.136 + j0.629
3.76,0.017 + j0.637 
3.77,0.166 + j0.610 
3.78,0.304 + j0.550 
3.79,0.424 + j0.459 
3.80,0.519 + j0.344 
3.81,0.584 + j0.210 
3.82,0.615 + j0.065 
3.83,0.612 - j0.082 
3.84,0.576 - j0.224 
3.85,0.508 - j0.353 
3.86,0.413 - j0.463 
3.87,0.296 - j0.548 
3.88,0.163 - j0.605 
3.89,0.022 - j0.630 
3.90,-0.121 - j0.623
3.91,-0.26 - j0.583
3.92,-0.386 - j0.514
3.93,-0.493 - j0.420
3.94,-0.577 - j0.305
3.95,-0.635 - j0.174
3.96,-0.663 - j0.035
3.97,-0.661 + j0.107
3.98,-0.63 + j0.246
3.99,-0.57 + j0.375
4.00,-0.486 + j0.489
4.01,-0.378 + j0.583
4.02,-0.253 + j0.653
4.03,-0.117 + j0.697
4.04,0.025 + j0.712 
4.05,0.167 + j0.698 
4.06,0.304 + j0.657 
4.07,0.429 + j0.590 
4.08,0.540 + j0.499 
4.09,0.631 + j0.389 
4.10,0.698 + j0.263 
4.11,0.740 + j0.125 
4.12,0.755 - j0.019 
4.13,0.743 - j0.162 
4.14,0.703 - j0.301 
4.15,0.638 - j0.430 
4.16,0.550 - j0.544 
4.17,0.442 - j0.640 
4.18,0.318 - j0.714 
4.19,0.183 - j0.764 
4.20,0.040 - j0.789 
4.21,-0.106 - j0.786
4.22,-0.249 - j0.757
4.23,-0.384 - j0.701
4.24,-0.507 - j0.623
4.25,-0.613 - j0.523
4.26,-0.7 - j0.405
4.27,-0.764 - j0.274
4.28,-0.803 - j0.133
4.29,-0.817 + j0.012
4.30,-0.804 + j0.158
4.31,-0.765 + j0.300
4.32,-0.701 + j0.433
4.33,-0.614 + j0.552
4.34,-0.508 + j0.653
4.35,-0.385 + j0.735
4.36,-0.25 + j0.793
4.37,-0.106 + j0.826
4.38,0.041 + j0.833 
4.39,0.187 + j0.814 
4.40,0.328 + j0.770 
4.41,0.459 + j0.701 
4.42,0.576 + j0.611 
4.43,0.675 + j0.501 
4.44,0.753 + j0.376 
4.45,0.808 + j0.238 
4.46,0.837 + j0.093 
4.47,0.841 - j0.055 
4.48,0.819 - j0.202 
4.49,0.771 - j0.342 
4.50,0.698 - j0.472 
4.51,0.607 - j0.587 
4.52,0.496 - j0.685 
4.53,0.370 - j0.761 
4.54,0.231 - j0.813 
4.55,0.085 - j0.841 
4.56,-0.063 - j0.842
4.57,-0.21 - j0.817
4.58,-0.351 - j0.765
4.59,-0.48 - j0.690
4.60,-0.595 - j0.592
4.61,-0.69 - j0.478
4.62,-0.763 - j0.349
4.63,-0.812 - j0.210
4.64,-0.836 - j0.063
4.65,-0.833 + j0.085
4.66,-0.803 + j0.231
4.67,-0.748 + j0.369
4.68,-0.668 + j0.494
4.69,-0.568 + j0.604
4.70,-0.449 + j0.693
4.71,-0.318 + j0.761
4.72,-0.177 + j0.804
4.73,-0.031 + j0.821
4.74,0.116 + j0.811 
4.75,0.259 + j0.775 
4.76,0.393 + j0.714 
4.77,0.513 + j0.630 
4.78,0.617 + j0.526 
4.79,0.699 + j0.404 
4.80,0.758 + j0.270 
4.81,0.792 + j0.128 
4.82,0.800 - j0.017 
4.83,0.781 - j0.162 
4.84,0.736 - j0.300 
4.85,0.667 - j0.428 
4.86,0.576 - j0.541 
4.87,0.465 - j0.635 
4.88,0.339 - j0.707 
4.89,0.202 - j0.755 
4.90,0.059 - j0.776 
4.91,-0.084 - j0.771
4.92,-0.225 - j0.740
4.93,-0.357 - j0.683
4.94,-0.476 - j0.603
4.95,-0.577 - j0.502
4.96,-0.659 - j0.384
4.97,-0.716 - j0.253
4.98,-0.748 - j0.114
4.99,-0.753 + j0.029
5.00,-0.732 + j0.169
5.01,-0.685 + j0.303
5.02,-0.614 + j0.425
5.03,-0.521 + j0.532
5.04,-0.41 + j0.619
5.05,-0.285 + j0.683
5.06,-0.15 + j0.723
5.07,-0.01 + j0.736
5.08,0.129 + j0.723 
5.09,0.264 + j0.683 
5.10,0.388 + j0.619 
5.11,0.497 + j0.533 
5.12,0.588 + j0.428 
5.13,0.658 + j0.308 
5.14,0.704 + j0.177 
5.15,0.723 + j0.040 
5.16,0.717 - j0.098 
5.17,0.684 - j0.233 
5.18,0.627 - j0.359 
5.19,0.546 - j0.471 
5.20,0.446 - j0.566 
5.21,0.330 - j0.640 
5.22,0.203 - j0.691 
5.23,0.067 - j0.717 
5.24,-0.07 - j0.717
5.25,-0.205 - j0.691
5.26,-0.333 - j0.640
5.27,-0.449 - j0.565
5.28,-0.548 - j0.470
5.29,-0.628 - j0.357
5.30,-0.685 - j0.232
5.31,-0.718 - j0.098
5.32,-0.725 + j0.040
5.33,-0.706 + j0.176
5.34,-0.661 + j0.307
5.35,-0.593 + j0.427
5.36,-0.503 + j0.533
5.37,-0.397 + j0.625
5.38,-0.26 + j0.691
5.39,-0.127 + j0.724
5.40,0.010 + j0.736 
5.41,0.149 + j0.723 
5.42,0.284 + j0.684 
5.43,0.410 + j0.619 
5.44,0.522 + j0.532 
5.45,0.616 + j0.424 
5.46,0.688 + j0.299 
5.47,0.735 + j0.163 
5.48,0.755 + j0.018 
5.49,0.747 - j0.129 
5.50,0.711 - j0.273 
5.51,0.646 - j0.409 
5.52,0.556 - j0.531 
5.53,0.441 - j0.635 
5.54,0.306 - j0.715 
5.55,0.154 - j0.768 
5.56,-0.008 - j0.789
5.57,-0.177 - j0.776
5.58,-0.344 - j0.727
5.59,-0.504 - j0.641
5.60,-0.647 - j0.516
5.61,-0.767 - j0.353
5.62,-0.851 - j0.154
5.63,-0.889 + j0.081
5.64,-0.864 + j0.345
5.65,-0.755 + j0.632
5.66,-0.526 + j0.923
5.67,-0.129 + j1.172
5.68,0.496 + j1.255 
5.69,1.303 + j0.886 
5.70,1.754 - j0.231 
5.71,1.059 - j1.390 
5.72,-0.087 - j1.533
5.73,-0.779 - j1.062
5.74,-1.033 - j0.520
5.75,-1.046 - j0.072
5.76,-0.938 + j0.269
5.77,-0.769 + j0.515
5.78,-0.57 + j0.683
5.79,-0.36 + j0.785
5.80,-0.152 + j0.830
5.81,0.047 + j0.827 
5.82,0.229 + j0.784 
5.83,0.390 + j0.706 
5.84,0.526 + j0.600 
5.85,0.634 + j0.473 
5.86,0.712 + j0.331 
5.87,0.759 + j0.180 
5.88,0.775 + j0.026 
5.89,0.761 - j0.125 
5.90,0.718 - j0.269 
5.91,0.650 - j0.400 
5.92,0.559 - j0.514 
5.93,0.450 - j0.607 
5.94,0.326 - j0.678 
5.95,0.192 - j0.724 
5.96,0.054 - j0.744 
5.97,-0.085 - j0.737
5.98,-0.219 - j0.706
5.99,-0.344 - j0.650
6.00,-0.456 - j0.574
6.01,-0.551 - j0.478
6.02,-0.626 - j0.367
6.03,-0.68 - j0.245
6.04,-0.71 - j0.116
6.05,-0.716 + j0.015
6.06,-0.698 + j0.145
6.07,-0.657 + j0.268
6.08,-0.594 + j0.382
6.09,-0.513 + j0.481
6.10,-0.415 + j0.564
6.11,-0.303 + j0.627
6.12,-0.183 + j0.668
6.13,-0.058 + j0.687
6.14,0.068 + j0.683 
6.15,0.190 + j0.656 
6.16,0.305 + j0.608 
6.17,0.408 + j0.541 
6.18,0.497 + j0.457 
6.19,0.569 + j0.359 
6.20,0.623 + j0.250 
6.21,0.655 + j0.130 
6.22,0.665 + j0.007 
6.23,0.652 - j0.115 
6.24,0.617 - j0.232 
6.25,0.562 - j0.340 
6.26,0.489 - j0.435 
6.27,0.401 - j0.515 
6.28,0.301 - j0.578 
6.29,0.193 - j0.622 
6.30,0.079 - j0.646 
6.31,-0.041 - j0.649
6.32,-0.159 - j0.629
6.33,-0.272 - j0.588
6.34,-0.375 - j0.528
6.35,-0.465 - j0.450
6.36,-0.54 - j0.357
6.37,-0.596 - j0.251
6.38,-0.632 - j0.138
6.39,-0.647 - j0.019
6.40,-0.639 + j0.100
6.41,-0.611 + j0.216
6.42,-0.561 + j0.326
6.43,-0.491 + j0.424
6.44,-0.405 + j0.509
6.45,-0.304 + j0.576
6.46,-0.193 + j0.624
6.47,-0.075 + j0.650
6.48,0.047 + j0.654 
6.49,0.167 + j0.636 
6.50,0.283 + j0.595 
6.51,0.389 + j0.534 
6.52,0.483 + j0.454 
6.53,0.560 + j0.358 
6.54,0.618 + j0.250 
6.55,0.656 + j0.132 
6.56,0.671 + j0.008 
6.57,0.663 - j0.116 
6.58,0.633 - j0.237 
6.59,0.580 - j0.351 
6.60,0.508 - j0.453 
6.61,0.417 - j0.541 
6.62,0.312 - j0.610 
6.63,0.195 - j0.659 
6.64,0.071 - j0.686 
6.65,-0.056 - j0.690
6.66,-0.182 - j0.671
6.67,-0.302 - j0.628
6.68,-0.414 - j0.565
6.69,-0.511 - j0.481
6.70,-0.592 - j0.382
6.71,-0.654 - j0.269
6.72,-0.694 - j0.146
6.73,-0.712 - j0.018
6.74,-0.706 + j0.112
6.75,-0.676 + j0.238
6.76,-0.624 + j0.358
6.77,-0.551 + j0.466
6.78,-0.46 + j0.559
6.79,-0.353 + j0.635
6.80,-0.234 + j0.690
6.81,-0.107 + j0.723
6.82,0.024 + j0.732 
6.83,0.154 + j0.719 
6.84,0.281 + j0.682 
6.85,0.399 + j0.622 
6.86,0.504 + j0.543 
6.87,0.595 + j0.446 
6.88,0.666 + j0.335 
6.89,0.717 + j0.212 
6.90,0.745 + j0.082 
6.91,0.750 - j0.051 
6.92,0.731 - j0.183 
6.93,0.689 - j0.309 
6.94,0.625 - j0.427 
6.95,0.541 - j0.531 
6.96,0.441 - j0.620 
6.97,0.325 - j0.689 
6.98,0.200 - j0.737 
6.99,0.067 - j0.763 
7.00,-0.068 - j0.764
7.01,-0.201 - j0.742
7.02,-0.329 - j0.697
7.03,-0.447 - j0.630
7.04,-0.551 - j0.543
7.05,-0.639 - j0.439
7.06,-0.708 - j0.321
7.07,-0.755 - j0.192
7.08,-0.778 - j0.057
7.09,-0.778 + j0.080
7.10,-0.753 + j0.215
7.11,-0.705 + j0.345
7.12,-0.635 + j0.464
7.13,-0.546 + j0.569
7.14,-0.439 + j0.657
7.15,-0.317 + j0.725
7.16,-0.186 + j0.771
7.17,-0.048 + j0.793
7.18,0.091 + j0.791 
7.19,0.229 + j0.764 
7.20,0.360 + j0.714 
7.21,0.480 + j0.641 
7.22,0.586 + j0.548 
7.23,0.675 + j0.437 
7.24,0.742 + j0.313 
7.25,0.787 + j0.178 
7.26,0.808 + j0.037 
7.27,0.803 - j0.105 
7.28,0.774 - j0.245 
7.29,0.720 - j0.378 
7.30,0.644 - j0.500 
7.31,0.547 - j0.606 
7.32,0.433 - j0.695 
7.33,0.304 - j0.762 
7.34,0.165 - j0.805 
7.35,0.021 - j0.823 
7.36,-0.125 - j0.815
7.37,-0.268 - j0.782
7.38,-0.402 - j0.724
7.39,-0.525 - j0.642
7.40,-0.632 - j0.541
7.41,-0.719 - j0.421
7.42,-0.784 - j0.287
7.43,-0.824 - j0.144
7.44,-0.838 + j0.004
7.45,-0.826 + j0.153
7.46,-0.787 + j0.298
7.47,-0.723 + j0.434
7.48,-0.636 + j0.556
7.49,-0.528 + j0.661
7.50,-0.403 + j0.746
7.51,-0.265 + j0.808
7.52,-0.118 + j0.843
7.53,0.034 + j0.852 
7.54,0.185 + j0.834 
7.55,0.331 + j0.790 
7.56,0.467 + j0.720 
7.57,0.588 + j0.627 
7.58,0.691 + j0.514 
7.59,0.773 + j0.384 
7.60,0.830 + j0.241 
7.61,0.861 + j0.090 
7.62,0.865 - j0.064 
7.63,0.841 - j0.216 
7.64,0.791 - j0.362 
7.65,0.715 - j0.497 
7.66,0.617 - j0.617 
7.67,0.499 - j0.717 
7.68,0.365 - j0.795 
7.69,0.220 - j0.848 
7.70,0.067 - j0.875 
7.71,-0.089 - j0.874
7.72,-0.242 - j0.846
7.73,-0.387 - j0.791
7.74,-0.521 - j0.711
7.75,-0.639 - j0.609
7.76,-0.736 - j0.488
7.77,-0.811 - j0.352
7.78,-0.861 - j0.204
7.79,-0.885 - j0.051
7.80,-0.881 + j0.105
7.81,-0.849 + j0.257
7.82,-0.792 + j0.402
7.83,-0.71 + j0.534
7.84,-0.606 + j0.650
7.85,-0.484 + j0.746
7.86,-0.347 + j0.819
7.87,-0.2 + j0.867
7.88,-0.047 + j0.889
7.89,0.108 + j0.884 
7.90,0.259 + j0.853 
7.91,0.403 + j0.795 
7.92,0.534 + j0.714 
7.93,0.649 + j0.611 
7.94,0.744 + j0.490 
7.95,0.817 + j0.355 
7.96,0.866 + j0.209 
7.97,0.889 + j0.057 
7.98,0.885 - j0.096 
7.99,0.856 - j0.246 
8.00,0.801 - j0.388 